,ID,NAME,ADDRESS,CITY,ZIPCODE,STATE,NYC_dist,LA_dist,Chicago_dist,Houston_dist,phoenix_dist,dallas_dist,sanjose_dist,austin_dist,columbus_dist,mean
16,19,Qwgc Tkdlf,3335 E Tudor Rd,Anchorage,99507,Alaska,5404.978036215717,3766.031761271795,4552.295898062845,5256.956646948658,4088.364102013261,4884.496089640618,3274.0532903500275,5082.361492766221,5000.104485325058,3989.407085153165
17,20,Ukidey Kqs,6901 E Tudor Rd Ste 10,Anchorage,99507,Alaska,5404.978036215717,3766.031761271795,4552.295898062845,5256.956646948658,4088.364102013261,4884.496089640618,3274.0532903500275,5082.361492766221,5000.104485325058,3989.407085153165
18,21,Arif Lbvu ,7033 E Tudor Rd,Anchorage,99507,Alaska,5404.978036215717,3766.031761271795,4552.295898062845,5256.956646948658,4088.364102013261,4884.496089640618,3274.0532903500275,5082.361492766221,5000.104485325058,3989.407085153165
19,22,Xfpdalgnvn,2820 Boniface Pkwy,Anchorage,99504,Alaska,5399.428372656281,3766.0227580428477,4547.656344688517,5254.152368640622,4087.4304068211877,4881.592267917305,3274.330308588097,5079.802349535511,4995.224898491488,3987.356855858397
20,23,Xwzlt E Ad,5905 Lake Otis Pkwy Ste C,Anchorage,99507,Alaska,5404.978036215717,3766.031761271795,4552.295898062845,5256.956646948658,4088.364102013261,4884.496089640618,3274.0532903500275,5082.361492766221,5000.104485325058,3989.407085153165
21,24,Kehkb L Sp,9220 Lake Otis Pkwy Ste 4B,Anchorage,99507,Alaska,5404.978036215717,3766.031761271795,4552.295898062845,5256.956646948658,4088.364102013261,4884.496089640618,3274.0532903500275,5082.361492766221,5000.104485325058,3989.407085153165
22,25,Ja Ntembvk,1120 Huffman Rd # A21,Anchorage,99515,Alaska,5409.35107488326,3766.527165031047,4556.065586485511,5259.458098672026,4089.531942432809,4887.06799224671,3274.340244116602,5084.690308594886,5004.035157942043,3991.3018328357375
23,26,Ckzywqdhqz,1921 W Dimond Blvd Ste A1,Anchorage,99515,Alaska,5409.35107488326,3766.527165031047,4556.065586485511,5259.458098672026,4089.531942432809,4887.06799224671,3274.340244116602,5084.690308594886,5004.035157942043,3991.3018328357375
24,27,Qzwvkespie,4045 Lake Otis Pkwy Ste 206,Anchorage,99508,Alaska,5402.807517636467,3768.9083894696228,4551.152681748721,5257.59006281565,4090.5499601088013,4885.040406356041,3277.1336705767853,5083.211213193489,4998.702829919286,3990.254357132044
25,28,Xwazvt Osz,3330 C Street Ste 101,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
26,29, Snevo  R ,3900 Arctic Boulevard Ste 102,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
27,30,Mdfxas Npc,3900 Arctic Blvd Ste 102,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
28,31,Oyq Krmhlg,9110 Glacier Hwy,Juneau,99801,Alaska,4592.82553048984,2969.7420644788267,3678.5840693865143,4349.430081076949,3236.027717874041,3976.34158349533,2504.091278885757,4177.421266134221,4138.4112073356755,3225.561029851924
29,32,I Ph O Glx,9110 Glacier Highway,Juneau,99801,Alaska,4592.82553048984,2969.7420644788267,3678.5840693865143,4349.430081076949,3236.027717874041,3976.34158349533,2504.091278885757,4177.421266134221,4138.4112073356755,3225.561029851924
30,33,Bipfic  Ky,3212 Greenland Dr.,Anchorage,99517,Alaska,5409.776024375193,3773.061631684323,4557.942741709401,5263.59784054405,4095.390102425304,4891.101039344598,3281.060832131846,5089.084365745772,5005.557945374376,3995.1996109955194
31,34,Dvcaa Scrz,1401 Turner,Fairbanks,99701,Alaska,5234.005279518397,3962.2346952417547,4458.035242877507,5286.4362210239615,4233.909395264315,4909.187697034355,3487.4466803623704,5128.00814236568,4885.375749297305,4038.9593137185825
32,35,Qnyuevmxc ,436 N Main ST,Wasilla,99654,Alaska,5372.746205657348,3779.123512757284,4528.439772104312,5248.520536789163,4094.580513235205,4875.277349453319,3289.268197513829,5075.904182744489,4974.082249204677,3985.0218126446975
33,36,Lmnu Yznlv,436 North Main Street,Wasilla,99654,Alaska,5372.746205657348,3779.123512757284,4528.439772104312,5248.520536789163,4094.580513235205,4875.277349453319,3289.268197513829,5075.904182744489,4974.082249204677,3985.0218126446975
34,37,Hydq Rpxwk,110 South Willow Street Suite 106,Kenai,99611,Alaska,5493.2691129573495,3790.667476199889,4631.761565470402,5316.014695976318,4124.823635333394,4944.77518862359,3295.128849776278,5138.556522715689,5081.973283072854,4035.966801907601
35,38,Kwhxv Wdue,110 S Willow St Ste 106,Kenai,99611,Alaska,5493.2691129573495,3790.667476199889,4631.761565470402,5316.014695976318,4124.823635333394,4944.77518862359,3295.128849776278,5138.556522715689,5081.973283072854,4035.966801907601
36,39,Gttxdeodw ,1330 Huffman Rd Ste E,Anchorage,99515,Alaska,5409.35107488326,3766.527165031047,4556.065586485511,5259.458098672026,4089.531942432809,4887.06799224671,3274.340244116602,5084.690308594886,5004.035157942043,3991.3018328357375
37,40,  Uorjrsuw,201 Old Steese Hwy Ste 6,Fairbanks,99701,Alaska,5234.005279518397,3962.2346952417547,4458.035242877507,5286.4362210239615,4233.909395264315,4909.187697034355,3487.4466803623704,5128.00814236568,4885.375749297305,4038.9593137185825
38,41,T Lmriolsy,3137 Tongass,Ketchikan,99901,Alaska,4436.0132248013015,2595.3549070201198,3461.507734882556,4034.7168215966894,2870.798940059538,3665.8160085209747,2129.577800491734,3854.066748501207,3933.7045496158826,2949.504834520967
39,42,Qypvmlzwve,3137 Tongass Avenue,Ketchikan,99901,Alaska,4436.0132248013015,2595.3549070201198,3461.507734882556,4034.7168215966894,2870.798940059538,3665.8160085209747,2129.577800491734,3854.066748501207,3933.7045496158826,2949.504834520967
40,43,Ohyzhdfqw ,336 Boniface Parkway,Anchorage,99504,Alaska,5399.428372656281,3766.0227580428477,4547.656344688517,5254.152368640622,4087.4304068211877,4881.592267917305,3274.330308588097,5079.802349535511,4995.224898491488,3987.356855858397
41,44,Yxrplzhscq,610 12th Avenue,Fairbanks,99701,Alaska,5234.005279518397,3962.2346952417547,4458.035242877507,5286.4362210239615,4233.909395264315,4909.187697034355,3487.4466803623704,5128.00814236568,4885.375749297305,4038.9593137185825
42,45,Vewuyy Ftn,610 12th Ave,Fairbanks,99701,Alaska,5234.005279518397,3962.2346952417547,4458.035242877507,5286.4362210239615,4233.909395264315,4909.187697034355,3487.4466803623704,5128.00814236568,4885.375749297305,4038.9593137185825
43,46,Htceeprjth,9191 Old Seward Hwy Ste 3B,Anchorage,99515,Alaska,5409.35107488326,3766.527165031047,4556.065586485511,5259.458098672026,4089.531942432809,4887.06799224671,3274.340244116602,5084.690308594886,5004.035157942043,3991.3018328357375
44,47, Aa  Wrl X,9191 Old Seward Highway Ste 3B,Anchorage,99515,Alaska,5409.35107488326,3766.527165031047,4556.065586485511,5259.458098672026,4089.531942432809,4887.06799224671,3274.340244116602,5084.690308594886,5004.035157942043,3991.3018328357375
45,48,Xcf  I Ox ,1515 Mill Bay Rd Ste B,Kodiak,99615,Alaska,5698.430002465093,3709.5029246122112,4785.526128093857,5366.844386954535,4086.569093577049,5002.427500808873,3204.340757849239,5177.292316667611,5247.989252777444,4064.499151260091
46,49, Srypvxpqw,1515 Mill Bay Road Ste B,Kodiak,99615,Alaska,5698.430002465093,3709.5029246122112,4785.526128093857,5366.844386954535,4086.569093577049,5002.427500808873,3204.340757849239,5177.292316667611,5247.989252777444,4064.499151260091
47,50, Kvecfzd  ,308 G St # 224,Anchorage,99501,Alaska,5406.142521146922,3772.0517498399013,4554.671949256989,5261.15974874936,4093.890126096236,4888.6152835176035,3280.205556621595,5086.764803498977,5002.187091892629,3993.28292327481
48,51,Icypsfhtjn,805 Gambell,Anchorage,99501,Alaska,5406.142521146922,3772.0517498399013,4554.671949256989,5261.15974874936,4093.890126096236,4888.6152835176035,3280.205556621595,5086.764803498977,5002.187091892629,3993.28292327481
49,52,Wbxl  Ksjh,836 East 15th Avenue Ste 1,Anchorage,99501,Alaska,5406.142521146922,3772.0517498399013,4554.671949256989,5261.15974874936,4093.890126096236,4888.6152835176035,3280.205556621595,5086.764803498977,5002.187091892629,3993.28292327481
50,53,Oaxpjeg Rz,1417 W Northern Lights Blvd,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
51,54,Xrud Ml Gc,1417 West Northern Lights Boulevard Ste A,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
52,55,Bq Aujoyp ,225 East Fireweed Lane Ste 101,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
53,56,Exjgrthw W,225 E Fireweed Ln Suite 101,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
54,57,Tcson Aglq,436 N Main St,Wasilla,99654,Alaska,5372.746205657348,3779.123512757284,4528.439772104312,5248.520536789163,4094.580513235205,4875.277349453319,3289.268197513829,5075.904182744489,4974.082249204677,3985.0218126446975
55,58,Fcdqiny M ,"1051 E Bogard, Suite 11",Wasilla,99654,Alaska,5372.746205657348,3779.123512757284,4528.439772104312,5248.520536789163,4094.580513235205,4875.277349453319,3289.268197513829,5075.904182744489,4974.082249204677,3985.0218126446975
56,59,Jetalc N  ,2525 Gambell St Ste 305,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
57,60,Unoetr F P,440 Eagle St,Anchorage,99501,Alaska,5406.142521146922,3772.0517498399013,4554.671949256989,5261.15974874936,4093.890126096236,4888.6152835176035,3280.205556621595,5086.764803498977,5002.187091892629,3993.28292327481
58,61,Vpdrxfky F,5313 Arctic Boulevard Suite 202,Anchorage,99518,Alaska,5407.976859249674,3768.5428020196614,4555.3865948362545,5259.976623269159,4091.08803637171,4887.52628913435,3276.4903588459038,5085.3538120721805,5003.181813959209,3991.949592278714
59,62,Hagqwsh Ll,1007 Aurora Drive,Fairbanks,99709,Alaska,5239.913956767891,3967.8758273780986,4464.3360991340915,5292.854075552777,4239.910606709361,4915.609203209695,3492.916999914471,5134.400562145021,4891.594036469144,4044.3886011680734
60,63, Gnxeznomj,1007 Aurora Dr,Fairbanks,99709,Alaska,5239.913956767891,3967.8758273780986,4464.3360991340915,5292.854075552777,4239.910606709361,4915.609203209695,3492.916999914471,5134.400562145021,4891.594036469144,4044.3886011680734
61,64,Nia  S Gdf,805 Gambell Street,Anchorage,99501,Alaska,5406.142521146922,3772.0517498399013,4554.671949256989,5261.15974874936,4093.890126096236,4888.6152835176035,3280.205556621595,5086.764803498977,5002.187091892629,3993.28292327481
62,65,Xs Qbwrgsa,4200 Old Seward Highway Ste B-4,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
63,66, A Ikif Oy,4200 Old Seward Hwy Ste B-4,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
64,67,Kvbghxap  ,10735 Kenai Spur Hwy Ste 1,Kenai,99611,Alaska,5493.2691129573495,3790.667476199889,4631.761565470402,5316.014695976318,4124.823635333394,4944.77518862359,3295.128849776278,5138.556522715689,5081.973283072854,4035.966801907601
65,68,Ajpjc Qicr,10735 Kenai Spur Highway Ste 1,Kenai,99611,Alaska,5493.2691129573495,3790.667476199889,4631.761565470402,5316.014695976318,4124.823635333394,4944.77518862359,3295.128849776278,5138.556522715689,5081.973283072854,4035.966801907601
66,69,Iyebr Vupz,111 W 6th Ave,Anchorage,99501,Alaska,5406.142521146922,3772.0517498399013,4554.671949256989,5261.15974874936,4093.890126096236,4888.6152835176035,3280.205556621595,5086.764803498977,5002.187091892629,3993.28292327481
67,70,   Hofhtoe,111 West 6th Avenue,Anchorage,99501,Alaska,5406.142521146922,3772.0517498399013,4554.671949256989,5261.15974874936,4093.890126096236,4888.6152835176035,3280.205556621595,5086.764803498977,5002.187091892629,3993.28292327481
68,71,Ry Exg Fqx,8050 Pioneer Dr Apt 705,Anchorage,99504,Alaska,5399.428372656281,3766.0227580428477,4547.656344688517,5254.152368640622,4087.4304068211877,4881.592267917305,3274.330308588097,5079.802349535511,4995.224898491488,3987.356855858397
69,72,El Cxrfqs ,35202 #1 Kenai Spur Hwy,Soldotna,99669,Alaska,5490.34554812451,3776.698247355027,4626.106100497063,5306.139743334456,4111.977334719269,4935.112191739401,3280.885178269081,5128.231726439708,5076.965221293179,4026.9017492941307
70,73,Qf  Pltwyw,1100 W Barnette St Ste 202,Fairbanks,99701,Alaska,5234.005279518397,3962.2346952417547,4458.035242877507,5286.4362210239615,4233.909395264315,4909.187697034355,3487.4466803623704,5128.00814236568,4885.375749297305,4038.9593137185825
71,74,Pxly  Qt I,205 Dunbar Ave,Fairbanks,99701,Alaska,5234.005279518397,3962.2346952417547,4458.035242877507,5286.4362210239615,4233.909395264315,4909.187697034355,3487.4466803623704,5128.00814236568,4885.375749297305,4038.9593137185825
72,75,Eikgcubzm ,730 I St Ste 228,Anchorage,99501,Alaska,5406.142521146922,3772.0517498399013,4554.671949256989,5261.15974874936,4093.890126096236,4888.6152835176035,3280.205556621595,5086.764803498977,5002.187091892629,3993.28292327481
73,76,F Ezljmxuq,412 East Pioneer Avenue,Homer,99603,Alaska,5520.69466728221,3719.995454447519,4638.634693696533,5286.935493539712,4066.827097056365,4917.729565938947,3221.2600696595564,5105.379536101236,5093.776218400684,4005.615347648951
74,77, Uomhe V M,5765 Glacier Highway,Juneau,99801,Alaska,4592.82553048984,2969.7420644788267,3678.5840693865143,4349.430081076949,3236.027717874041,3976.34158349533,2504.091278885757,4177.421266134221,4138.4112073356755,3225.561029851924
75,78,Pm Ddstcxu,423 Valley View Dr,Fairbanks,99712,Alaska,5223.417948509641,3961.2678938804693,4449.059133472652,5280.353671092567,4231.280905995843,4903.02305151937,3487.1494112244154,5122.373867250578,4875.918474544419,4034.4918232200343
76,79,Qfdptrsmbw,110 Cushman St,Fairbanks,99701,Alaska,5234.005279518397,3962.2346952417547,4458.035242877507,5286.4362210239615,4233.909395264315,4909.187697034355,3487.4466803623704,5128.00814236568,4885.375749297305,4038.9593137185825
77,80,Dhfl Toiwu,205 B St,Fairbanks,99701,Alaska,5234.005279518397,3962.2346952417547,4458.035242877507,5286.4362210239615,4233.909395264315,4909.187697034355,3487.4466803623704,5128.00814236568,4885.375749297305,4038.9593137185825
78,81,Wamgpbdqmj,4900 Palmer Wasilla Highway Suite 109,Wasilla,99654,Alaska,5372.746205657348,3779.123512757284,4528.439772104312,5248.520536789163,4094.580513235205,4875.277349453319,3289.268197513829,5075.904182744489,4974.082249204677,3985.0218126446975
79,82,Pyrgeedmij,161 N Binkley St,Soldotna,99669,Alaska,5490.34554812451,3776.698247355027,4626.106100497063,5306.139743334456,4111.977334719269,4935.112191739401,3280.885178269081,5128.231726439708,5076.965221293179,4026.9017492941307
80,83,  F Yljjcb,35230 Kenai Spur Hwy,Soldotna,99669,Alaska,5490.34554812451,3776.698247355027,4626.106100497063,5306.139743334456,4111.977334719269,4935.112191739401,3280.885178269081,5128.231726439708,5076.965221293179,4026.9017492941307
81,84,Ngjpven Z ,2719 Tongass Ave,Ketchikan,99901,Alaska,4436.0132248013015,2595.3549070201198,3461.507734882556,4034.7168215966894,2870.798940059538,3665.8160085209747,2129.577800491734,3854.066748501207,3933.7045496158826,2949.504834520967
82,85,Bej Ngi Bg,2719 Tongass Avenue,Ketchikan,99901,Alaska,4436.0132248013015,2595.3549070201198,3461.507734882556,4034.7168215966894,2870.798940059538,3665.8160085209747,2129.577800491734,3854.066748501207,3933.7045496158826,2949.504834520967
83,86,  V Tcrjh ,12700 Rivulet Cir,Anchorage,99516,Alaska,5403.494887964463,3760.634051039799,4549.799859305036,5252.966267353698,4083.336181123595,4880.573481029523,3268.559780499427,5078.211135536327,4997.851818063344,3985.7702859945275
84,87,Gzklcdv Vm,701 W 8th Ave Ste 900,Anchorage,99501,Alaska,5406.142521146922,3772.0517498399013,4554.671949256989,5261.15974874936,4093.890126096236,4888.6152835176035,3280.205556621595,5086.764803498977,5002.187091892629,3993.28292327481
85,88, Nrtumiogu,2900 Boniface Suite 100,Anchorage,99504,Alaska,5399.428372656281,3766.0227580428477,4547.656344688517,5254.152368640622,4087.4304068211877,4881.592267917305,3274.330308588097,5079.802349535511,4995.224898491488,3987.356855858397
86,89,A F Gcyfsl,545 E Northern Lights Blvd,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
87,90,Kbkfzg T F,545 East Northern Lights Boulevard,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
88,91, Svhl Wqle,3000 C St Ste 301,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
89,92,Ks Kpdeoos,8427 Laviento Dr,Anchorage,99515,Alaska,5409.35107488326,3766.527165031047,4556.065586485511,5259.458098672026,4089.531942432809,4887.06799224671,3274.340244116602,5084.690308594886,5004.035157942043,3991.3018328357375
90,93,Lff P Dhyz,5600 Debarr Rd Suite 140,Anchorage,99504,Alaska,5399.428372656281,3766.0227580428477,4547.656344688517,5254.152368640622,4087.4304068211877,4881.592267917305,3274.330308588097,5079.802349535511,4995.224898491488,3987.356855858397
91,94,Quei Qnuv ,11823 Old Glenn Hwy Ste 109,Eagle River,99577,Alaska,5384.6679586993105,3763.801651430036,4534.80396289575,5245.363625545087,4082.99821570585,4872.580186252815,3272.808289537284,5071.574375503607,4981.858137407904,3980.6431604753693
92,95, X Szlzfmr,9220 Lake Otis Parkway,Anchorage,99507,Alaska,5404.978036215717,3766.031761271795,4552.295898062845,5256.956646948658,4088.364102013261,4884.496089640618,3274.0532903500275,5082.361492766221,5000.104485325058,3989.407085153165
93,96,Ulfxi Dkzd,9220 Lake Otis Parkway Ste 6A,Anchorage,99507,Alaska,5404.978036215717,3766.031761271795,4552.295898062845,5256.956646948658,4088.364102013261,4884.496089640618,3274.0532903500275,5082.361492766221,5000.104485325058,3989.407085153165
94,97,Ztqym R Se,301 Seward St,Juneau,99801,Alaska,4592.82553048984,2969.7420644788267,3678.5840693865143,4349.430081076949,3236.027717874041,3976.34158349533,2504.091278885757,4177.421266134221,4138.4112073356755,3225.561029851924
95,98,Es Dbn Jpn,5600 Debarr Rd Ste 140,Anchorage,99504,Alaska,5399.428372656281,3766.0227580428477,4547.656344688517,5254.152368640622,4087.4304068211877,4881.592267917305,3274.330308588097,5079.802349535511,4995.224898491488,3987.356855858397
96,99,  Bqcyekvn,2900 Boniface Pkwy # 100,Anchorage,99504,Alaska,5399.428372656281,3766.0227580428477,4547.656344688517,5254.152368640622,4087.4304068211877,4881.592267917305,3274.330308588097,5079.802349535511,4995.224898491488,3987.356855858397
97,100, Arcygio A,2213 E Tudor Rd Ste 54,Anchorage,99507,Alaska,5404.978036215717,3766.031761271795,4552.295898062845,5256.956646948658,4088.364102013261,4884.496089640618,3274.0532903500275,5082.361492766221,5000.104485325058,3989.407085153165
98,101,Qeldpcgikm,1330 Huffman Rd,Anchorage,99515,Alaska,5409.35107488326,3766.527165031047,4556.065586485511,5259.458098672026,4089.531942432809,4887.06799224671,3274.340244116602,5084.690308594886,5004.035157942043,3991.3018328357375
99,102,Ir Hs Vwty,9220 Lake Otis Pkwy # A6,Anchorage,99507,Alaska,5404.978036215717,3766.031761271795,4552.295898062845,5256.956646948658,4088.364102013261,4884.496089640618,3274.0532903500275,5082.361492766221,5000.104485325058,3989.407085153165
100,103,Uobxcazh K,4215 Credit Union Dr,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
101,104,Hngqewlic ,3330 C St Ste 101,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
102,105,Upgqtik Wy,601 W 36th Ave Ste 14,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
103,106,Bu Rcwvfjs,301 W Northern Lights Blvd Ste 401,Anchorage,99503,Alaska,5407.559244103089,3771.286444148441,4555.677024282485,5261.414270107923,4093.448424214212,4888.908529647619,3279.342897006086,5086.924632282129,5003.297462167733,3993.366631539626
104,107,Vxvm Opwne,836 E 15th Ave Ste 1,Anchorage,99501,Alaska,5406.142521146922,3772.0517498399013,4554.671949256989,5261.15974874936,4093.890126096236,4888.6152835176035,3280.205556621595,5086.764803498977,5002.187091892629,3993.28292327481
105,108,B Uvzh Klq,805 Gambell St,Anchorage,99501,Alaska,5406.142521146922,3772.0517498399013,4554.671949256989,5261.15974874936,4093.890126096236,4888.6152835176035,3280.205556621595,5086.764803498977,5002.187091892629,3993.28292327481
106,109,  Qnzuqkbx,111 W 6th Ave,Anchorage,99501,Alaska,5406.142521146922,3772.0517498399013,4554.671949256989,5261.15974874936,4093.890126096236,4888.6152835176035,3280.205556621595,5086.764803498977,5002.187091892629,3993.28292327481
107,110,Qft Toybei,3137 Tongass Avenue,Ketchikan,99901,Alaska,4436.0132248013015,2595.3549070201198,3461.507734882556,4034.7168215966894,2870.798940059538,3665.8160085209747,2129.577800491734,3854.066748501207,3933.7045496158826,2949.504834520967
108,111, Rb Ub Vac,3137 Tongass Ave,Ketchikan,99901,Alaska,4436.0132248013015,2595.3549070201198,3461.507734882556,4034.7168215966894,2870.798940059538,3665.8160085209747,2129.577800491734,3854.066748501207,3933.7045496158826,2949.504834520967
109,112,Gzvtygcu X,9110 Glacier Hwy,Juneau,99801,Alaska,4592.82553048984,2969.7420644788267,3678.5840693865143,4349.430081076949,3236.027717874041,3976.34158349533,2504.091278885757,4177.421266134221,4138.4112073356755,3225.561029851924
110,113,Nrk Aepv Q,720 W Willoughby Ave,Juneau,99801,Alaska,4592.82553048984,2969.7420644788267,3678.5840693865143,4349.430081076949,3236.027717874041,3976.34158349533,2504.091278885757,4177.421266134221,4138.4112073356755,3225.561029851924
